,Time,,,Q_Categ,A_Categ,Check
4187,August,20,2018,,,0
4188,August,20,2018,,,0
4189,August,20,2018,,,0
4190,August,20,2018,,,0
4191,August,20,2018,,,0
4192,August,20,2018,,,0
4193,August,20,2018,,,0
4194,August,20,2018,,,0
4195,August,20,2018,,,0
4196,August,20,2018,,,0
4197,August,20,2018,,,0
4198,August,20,2018,,,0
4199,August,20,2018,,,0
4200,August,20,2018,,,0
4201,August,20,2018,,,0
4202,August,20,2018,,,0
4203,August,20,2018,,,0
4204,August,20,2018,,,0
4205,August,20,2018,,,0
4206,August,20,2018,,,0
4207,August,20,2018,,,0
4208,August,20,2018,,,0
4209,August,20,2018,,,0
4210,August,20,2018,,,0
4211,August,20,2018,,,0
4212,August,20,2018,,,0
4213,August,20,2018,,,0
4214,August,20,2018,,,0
4215,August,20,2018,,,0
4216,August,20,2018,,,0
4217,August,20,2018,,,0
4218,August,20,2018,,,0
4219,August,20,2018,,,0
4220,August,20,2018,,,0
4221,August,20,2018,,,0
4222,August,20,2018,,,0
4223,August,20,2018,,,0
4224,August,20,2018,,,0
4225,August,20,2018,,,0
4226,August,20,2018,,,0
4227,August,20,2018,,,0
4228,August,20,2018,,,0
4229,August,20,2018,,,0
4230,August,20,2018,,,0
4231,August,20,2018,,,0
4232,August,20,2018,,,0
4233,August,20,2018,,,0
4234,August,19,2018,,,0
4235,August,19,2018,,,0
4236,August,19,2018,,,0
4237,August,19,2018,,,0
4238,August,19,2018,,,0
4239,August,19,2018,,,0
4240,August,19,2018,,,0
4241,August,19,2018,,,0
4242,August,19,2018,,,0
4243,August,19,2018,,,0
4244,August,19,2018,,,0
4245,August,19,2018,,,0
4246,August,19,2018,,,0
4247,August,19,2018,,,0
4248,August,19,2018,,,0
4249,August,19,2018,,,0
4250,August,19,2018,,,0
4251,August,19,2018,,,0
4252,August,19,2018,,,0
4253,August,19,2018,,,0
4254,August,19,2018,,,0
4255,August,19,2018,,,0
4256,August,19,2018,,,0
4257,August,19,2018,,,0
4258,August,19,2018,,,0
4259,August,19,2018,,,0
4260,August,19,2018,,,0
4261,August,19,2018,,,0
4262,August,19,2018,,,0
4263,August,19,2018,,,0
4264,August,19,2018,,,0
4265,August,19,2018,,,0
4266,August,19,2018,,,0
4267,August,19,2018,,,0
4268,August,19,2018,,,0
4269,August,19,2018,,,0
4270,August,19,2018,,,0
4271,August,19,2018,,,0
4272,August,19,2018,,,0
4273,August,19,2018,,,0
4274,August,19,2018,,,0
4275,August,19,2018,,,0
4276,August,19,2018,,,0
4277,August,19,2018,,,0
4278,August,19,2018,,,0
4279,August,19,2018,,,0
4280,August,19,2018,,,0
4281,August,19,2018,,,0
4282,August,19,2018,,,0
4283,August,18,2018,,,0
4284,August,18,2018,,,0
4285,August,18,2018,,,0
4286,August,18,2018,,,0
4287,August,18,2018,,,0
4288,August,18,2018,,,0
4289,August,18,2018,,,0
4290,August,18,2018,,,0
4291,August,18,2018,,,0
4292,August,18,2018,,,0
4293,August,18,2018,,,0
4294,August,18,2018,,,0
4295,August,18,2018,,,0
4296,August,18,2018,,,0
4297,August,18,2018,,,0
4298,August,18,2018,,,0
4299,August,18,2018,,,0
4300,August,18,2018,,,0
4301,August,18,2018,,,0
4302,August,18,2018,,,0
4303,August,18,2018,,,0
4304,August,18,2018,,,0
4305,August,18,2018,,,0
4306,August,18,2018,,,0
4307,August,18,2018,,,0
4308,August,18,2018,,,0
4309,August,18,2018,,,0
4310,August,17,2018,,,0
4311,August,17,2018,,,0
4312,August,17,2018,,,0
4313,August,17,2018,,,0
4314,August,17,2018,,,0
4315,August,17,2018,,,0
4316,August,17,2018,,,0
4317,August,17,2018,,,0
4318,August,17,2018,,,0
4319,August,17,2018,,,0
4320,August,17,2018,,,0
4321,August,17,2018,,,0
4322,August,17,2018,,,0
4323,August,17,2018,,,0
4324,August,17,2018,,Arts & Entertainment,0.589999974
4325,August,17,2018,,,0
4326,August,17,2018,Online Communities,,0.649999976
4327,August,17,2018,,Food & Drink,0.75999999
4328,August,17,2018,,,0
4329,August,17,2018,,Jobs & Education,0.519999981
4330,August,17,2018,Real Estate,,0.779999971
4331,August,17,2018,,,0
4332,August,17,2018,Jobs & Education,Science,1.470000029
4333,August,17,2018,,,0
4334,August,17,2018,,,0
4335,August,17,2018,,,0
4336,August,17,2018,,,0
4337,August,17,2018,,,0
4338,August,17,2018,Arts & Entertainment,,0.519999981
4339,August,17,2018,,,0
4340,August,17,2018,,,0
4341,August,17,2018,,Arts & Entertainment,0.569999993
4342,August,17,2018,,,0
4343,August,17,2018,,,0
4344,August,17,2018,,,0
4345,August,17,2018,,Jobs & Education,0.600000024
4346,August,17,2018,,,0
4347,August,17,2018,,,0
4348,August,17,2018,Jobs & Education,Arts & Entertainment,1.689999998
4349,August,17,2018,,Arts & Entertainment,0.600000024
4350,August,17,2018,,,0
4351,August,17,2018,Arts & Entertainment,,0.610000014
4352,August,17,2018,Jobs & Education,,0.850000024
4353,August,17,2018,,,0
4354,August,17,2018,Jobs & Education,Jobs & Education,1.229999959
4355,August,16,2018,People & Society,Autos & Vehicles,1.579999983
4356,August,16,2018,Computers & Electronics,,0.939999998
4357,August,16,2018,,Hobbies & Leisure,0.529999971
4358,August,16,2018,,,0
4359,August,16,2018,,,0
4360,August,16,2018,,,0
4361,August,16,2018,,,0
4362,August,16,2018,,,0
4363,August,16,2018,,Arts & Entertainment,0.550000012
4364,August,16,2018,Jobs & Education,,0.910000026
4365,August,16,2018,,,0
4366,August,16,2018,,,0
4367,August,16,2018,Books & Literature,Jobs & Education,1.709999979
4368,August,16,2018,,,0
4369,August,16,2018,,,0
4370,August,16,2018,,,0
4371,August,16,2018,Jobs & Education,Arts & Entertainment,1.269999981
4372,August,16,2018,Jobs & Education,Food & Drink,1.399999976
4373,August,16,2018,Jobs & Education,Online Communities,1.449999988
4374,August,16,2018,Jobs & Education,,0.529999971
4375,August,16,2018,Jobs & Education,Arts & Entertainment,1.290000021
4376,August,16,2018,,,0
4377,August,16,2018,Jobs & Education,Home & Garden,1.229999959
4378,August,16,2018,,Jobs & Education,0.75
4379,August,16,2018,,,0
4380,August,16,2018,,,0
4381,August,16,2018,,,0
4382,August,16,2018,,,0
4383,August,16,2018,Jobs & Education,,0.899999976
4384,August,16,2018,,Jobs & Education,0.589999974
4385,August,16,2018,Jobs & Education,,0.560000002
4386,August,16,2018,Jobs & Education,,0.529999971
4387,August,16,2018,,,0
4388,August,16,2018,Internet & Telecom,,0.699999988
4389,August,16,2018,,,0
4390,August,16,2018,,Science,0.74000001
4391,August,16,2018,,,0
4392,August,16,2018,,,0
4393,August,16,2018,,,0
4394,August,16,2018,,,0
4395,August,16,2018,Internet & Telecom,Internet & Telecom,1.219999969
4396,August,16,2018,,,0
4397,August,16,2018,,,0
4398,August,16,2018,,,0
4399,August,16,2018,,,0
4400,August,16,2018,Food & Drink,,0.629999995
4401,August,16,2018,,,0
4402,August,16,2018,People & Society,,0.50999999
4403,August,16,2018,Books & Literature,,0.970000029
4404,August,16,2018,,,0
4405,August,16,2018,Hobbies & Leisure,,0.769999981
4406,August,16,2018,,,0
4407,August,16,2018,,Arts & Entertainment,0.689999998
4408,August,16,2018,Arts & Entertainment,,0.610000014
4409,August,16,2018,Jobs & Education,,0.660000026
4410,August,16,2018,Jobs & Education,,0.519999981
4411,August,16,2018,Shopping,Shopping,1.24000001
4412,August,16,2018,,,0
4413,August,16,2018,,,0
4414,August,16,2018,,Jobs & Education,0.579999983
4415,August,15,2018,,,0
4416,August,15,2018,,,0
4417,August,15,2018,,,0
4418,August,15,2018,,,0
4419,August,15,2018,Home & Garden,Home & Garden,1.5
4420,August,15,2018,,Health,0.879999995
4421,August,15,2018,Jobs & Education,,0.680000007
4422,August,15,2018,,Books & Literature,0.589999974
4423,August,15,2018,Jobs & Education,,0.920000017
4424,August,15,2018,,,0
4425,August,15,2018,,Arts & Entertainment,0.620000005
4426,August,15,2018,,Arts & Entertainment,0.50999999
4427,August,15,2018,,Arts & Entertainment,0.589999974
4428,August,15,2018,,Autos & Vehicles,0.959999979
4429,August,15,2018,,,0
4430,August,15,2018,,Business & Industrial,0.959999979
4431,August,15,2018,,,0
4432,August,15,2018,Arts & Entertainment,,0.50999999
4433,August,15,2018,,,0
4434,August,15,2018,Travel,,0.839999974
4435,August,15,2018,,,0
4436,August,15,2018,Science,,0.529999971
4437,August,15,2018,Reference,,0.670000017
4438,August,15,2018,,Computers & Electronics,0.920000017
4439,August,15,2018,Jobs & Education,,0.50999999
4440,August,15,2018,,Arts & Entertainment,0.589999974
4441,August,15,2018,,,0
4442,August,15,2018,Jobs & Education,,0.5
4443,August,15,2018,,,0
4444,August,15,2018,,,0
4445,August,15,2018,,,0
4446,August,15,2018,,,0
4447,August,15,2018,,,0
4448,August,15,2018,Jobs & Education,,0.879999995
4449,August,15,2018,,,0
4450,August,15,2018,,Arts & Entertainment,0.699999988
4451,August,15,2018,Home & Garden,,0.949999988
4452,August,14,2018,Law & Government,,0.629999995
4453,August,14,2018,,Jobs & Education,0.620000005
4454,August,14,2018,,,0
4455,August,14,2018,,Arts & Entertainment,0.790000021
4456,August,14,2018,Jobs & Education,,0.540000021
4457,August,14,2018,Jobs & Education,Jobs & Education,1.289999962
4458,August,14,2018,Jobs & Education,,0.50999999
4459,August,14,2018,,,0
4460,August,14,2018,People & Society,,0.800000012
4461,August,14,2018,,,0
4462,August,14,2018,,,0
4463,August,14,2018,,,0
4464,August,14,2018,,,0
4465,August,14,2018,,,0
4466,August,14,2018,,Jobs & Education,0.649999976
4467,August,14,2018,,,0
4468,August,14,2018,,Arts & Entertainment,0.610000014
4469,August,14,2018,Arts & Entertainment,,0.540000021
4470,August,14,2018,,Law & Government,0.689999998
4471,August,14,2018,,Computers & Electronics,0.50999999
4472,August,14,2018,Arts & Entertainment,,0.779999971
4473,August,14,2018,,,0
4474,August,14,2018,,,0
4475,August,14,2018,,Arts & Entertainment,0.569999993
4476,August,14,2018,,Business & Industrial,0.5
4477,August,14,2018,Reference,Jobs & Education,1.410000026
4478,August,14,2018,,,0
4479,August,14,2018,,,0
4480,August,14,2018,,Autos & Vehicles,0.860000014
4481,August,14,2018,,,0
4482,August,14,2018,Jobs & Education,,0.720000029
4483,August,14,2018,Jobs & Education,,0.5
4484,August,14,2018,,Jobs & Education,0.529999971
4485,August,14,2018,,Arts & Entertainment,0.620000005
4486,August,14,2018,,Arts & Entertainment,0.939999998
4487,August,14,2018,,,0
4488,August,14,2018,,Science,0.860000014
4489,August,14,2018,,,0
4490,August,14,2018,,,0
4491,August,14,2018,Jobs & Education,Jobs & Education,1.029999971
4492,August,13,2018,Autos & Vehicles,,0.50999999
4493,August,13,2018,,Computers & Electronics,0.829999983
4494,August,13,2018,,,0
4495,August,13,2018,,,0
4496,August,13,2018,,Autos & Vehicles,0.889999986
4497,August,13,2018,,,0
4498,August,13,2018,,,0
4499,August,13,2018,,,0
4500,August,13,2018,,Jobs & Education,0.829999983
4501,August,13,2018,,Jobs & Education,0.860000014
4502,August,13,2018,,Jobs & Education,0.790000021
4503,August,13,2018,Arts & Entertainment,Arts & Entertainment,1.23999995
4504,August,13,2018,Jobs & Education,,0.860000014
4505,August,13,2018,,,0
4506,August,13,2018,,Jobs & Education,0.560000002
4507,August,13,2018,Jobs & Education,,0.860000014
4508,August,13,2018,,,0
4509,August,13,2018,Food & Drink,,0.889999986
4510,August,13,2018,,,0
4511,August,13,2018,,Arts & Entertainment,0.620000005
4512,August,13,2018,,,0
4513,August,13,2018,Business & Industrial,Jobs & Education,1.410000026
4514,August,13,2018,,Arts & Entertainment,0.50999999
4515,August,13,2018,,,0
4516,August,13,2018,Jobs & Education,,0.870000005
4517,August,13,2018,,Business & Industrial,0.610000014
4518,August,13,2018,,Jobs & Education,0.579999983
4519,August,13,2018,Sports,Sports,1.209999979
4520,August,13,2018,Jobs & Education,Jobs & Education,1.129999995
4521,August,13,2018,Arts & Entertainment,Computers & Electronics,1.109999955
4522,August,13,2018,,Jobs & Education,0.550000012
4523,August,13,2018,People & Society,Jobs & Education,1.199999988
4524,August,13,2018,,,0
4525,August,13,2018,,Autos & Vehicles,0.829999983
4526,August,13,2018,,,0
4527,August,13,2018,,,0
4528,August,13,2018,,,0
4529,August,13,2018,,Arts & Entertainment,0.689999998
4530,August,13,2018,,,0
4531,August,13,2018,,,0
4532,August,13,2018,Jobs & Education,Autos & Vehicles,1.029999971
4533,August,13,2018,Home & Garden,,0.629999995
4534,August,13,2018,,,0
4535,August,13,2018,,Health,0.670000017
4536,August,13,2018,,Arts & Entertainment,0.769999981
4537,August,13,2018,Arts & Entertainment,Arts & Entertainment,1.529999971
4538,August,13,2018,Finance,Finance,1.450000048
4539,August,13,2018,People & Society,,0.610000014
4540,August,13,2018,,,0
4541,August,13,2018,Finance,Finance,1.329999983
4542,August,13,2018,,,0
4543,August,13,2018,,,0
4544,August,13,2018,,,0
4545,August,13,2018,,,0
4546,August,13,2018,,,0
4547,August,13,2018,,Food & Drink,0.720000029
4548,August,13,2018,,,0
4549,August,13,2018,,,0
4550,August,12,2018,,,0
4551,August,12,2018,,Health,0.550000012
4552,August,12,2018,,Jobs & Education,0.560000002
4553,August,12,2018,Arts & Entertainment,Books & Literature,1.620000005
4554,August,12,2018,Computers & Electronics,,0.540000021
4555,August,12,2018,,,0
4556,August,12,2018,Jobs & Education,,0.879999995
4557,August,12,2018,,,0
4558,August,12,2018,,,0
4559,August,12,2018,,,0
4560,August,12,2018,Jobs & Education,,0.600000024
4561,August,12,2018,,,0
4562,August,12,2018,,,0
4563,August,12,2018,Jobs & Education,,0.75999999
4564,August,12,2018,,Arts & Entertainment,0.519999981
4565,August,12,2018,,,0
4566,August,12,2018,Jobs & Education,,0.50999999
4567,August,12,2018,People & Society,Health,1.310000002
4568,August,12,2018,,Autos & Vehicles,0.899999976
4569,August,12,2018,,Autos & Vehicles,0.800000012
4570,August,12,2018,,,0
4571,August,12,2018,Jobs & Education,Autos & Vehicles,1.439999998
4572,August,12,2018,Jobs & Education,,0.959999979
4573,August,12,2018,,,0
4574,August,12,2018,,,0
4575,August,12,2018,,,0
4576,August,12,2018,,Food & Drink,0.75999999
4577,August,12,2018,,,0
4578,August,12,2018,Jobs & Education,,0.579999983
4579,August,12,2018,Jobs & Education,,0.709999979
4580,August,12,2018,,Arts & Entertainment,0.579999983
4581,August,12,2018,,,0
4582,August,12,2018,,,0
4583,August,12,2018,Jobs & Education,Jobs & Education,1.730000019
4584,August,12,2018,Home & Garden,,0.529999971
4585,August,12,2018,,,0
4586,August,12,2018,Jobs & Education,Arts & Entertainment,1.439999998
4587,August,12,2018,,Jobs & Education,0.610000014
4588,August,12,2018,Jobs & Education,,0.899999976
4589,August,12,2018,,Jobs & Education,0.709999979
4590,August,12,2018,Arts & Entertainment,Arts & Entertainment,1.170000017
4591,August,12,2018,,,0
4592,August,12,2018,,,0
4593,August,12,2018,,,0
4594,August,12,2018,Arts & Entertainment,,0.829999983
4595,August,12,2018,,Online Communities,0.699999988
4596,August,11,2018,Finance,Finance,1.089999974
4597,August,11,2018,,,0
4598,August,11,2018,Finance,,0.600000024
4599,August,11,2018,,Arts & Entertainment,0.689999998
4600,August,11,2018,Food & Drink,Food & Drink,1.159999967
4601,August,11,2018,,,0
4602,August,11,2018,Travel,Travel,1.569999993
4603,August,11,2018,Health,Jobs & Education,1.400000036
4604,August,11,2018,Food & Drink,,0.800000012
4605,August,11,2018,Business & Industrial,,0.589999974
4606,August,11,2018,,,0
4607,August,11,2018,Jobs & Education,,0.610000014
4608,August,11,2018,,,0
4609,August,11,2018,,Hobbies & Leisure,0.879999995
4610,August,11,2018,Jobs & Education,,0.5
4611,August,11,2018,,,0
4612,August,11,2018,,,0
4613,August,11,2018,,,0
4614,August,11,2018,Online Communities,,0.699999988
4615,August,11,2018,Jobs & Education,Jobs & Education,1.450000048
4616,August,11,2018,Business & Industrial,People & Society,1.25999999
4617,August,11,2018,,Food & Drink,0.569999993
4618,August,11,2018,,,0
4619,August,11,2018,Jobs & Education,,0.99000001
4620,August,11,2018,Finance,Finance,1.469999969
4621,August,11,2018,Jobs & Education,Finance,1.079999983
4622,August,11,2018,Jobs & Education,Jobs & Education,1.099999964
4623,August,11,2018,Health,,0.610000014
4624,August,11,2018,Home & Garden,Home & Garden,1.479999959
4625,August,11,2018,,Jobs & Education,0.649999976
4626,August,11,2018,,,0
4627,August,11,2018,Jobs & Education,,0.699999988
4628,August,11,2018,,,0
4629,August,11,2018,Jobs & Education,Jobs & Education,1.420000017
4630,August,11,2018,,,0
4631,August,11,2018,Health,,0.649999976
4632,August,11,2018,People & Society,Autos & Vehicles,1.269999981
4633,August,11,2018,,Shopping,0.810000002
4634,August,11,2018,,,0
4635,August,11,2018,,Autos & Vehicles,0.569999993
4636,August,11,2018,Travel,Travel,1.299999952
4637,August,11,2018,,,0
4638,August,11,2018,,,0
4639,August,11,2018,Reference,,0.720000029
4640,August,11,2018,,,0
4641,August,10,2018,,,0
4642,August,10,2018,,,0
4643,August,10,2018,,,0
4644,August,10,2018,,Arts & Entertainment,0.660000026
4645,August,10,2018,,,0
4646,August,10,2018,Arts & Entertainment,,0.870000005
4647,August,10,2018,,,0
4648,August,10,2018,,,0
4649,August,10,2018,,,0
4650,August,10,2018,,,0
4651,August,10,2018,,,0
4652,August,10,2018,,,0
4653,August,10,2018,,,0
4654,August,10,2018,,,0
4655,August,10,2018,,,0
4656,August,10,2018,,,0
4657,August,10,2018,,,0
4658,August,10,2018,,,0
4659,August,10,2018,,,0
4660,August,10,2018,,,0
4661,August,10,2018,,,0
4662,August,10,2018,,,0
4663,August,10,2018,,,0
4664,August,10,2018,,,0
4665,August,10,2018,,,0
4666,August,10,2018,,,0
4667,August,10,2018,,,0
4668,August,10,2018,,,0
4669,August,10,2018,,,0
4670,August,10,2018,,,0
4671,August,10,2018,,,0
4672,August,10,2018,,,0
4673,August,10,2018,,,0
4674,August,10,2018,,,0
4675,August,10,2018,,,0
4676,August,10,2018,,,0
4677,August,10,2018,,,0
4678,August,10,2018,,,0
4679,August,10,2018,,,0
4680,August,10,2018,,,0
4681,August,10,2018,,,0
4682,August,10,2018,,,0
4683,August,10,2018,,,0
4684,August,10,2018,,,0
4685,August,10,2018,,,0
4686,August,10,2018,,,0
4687,August,9,2018,,,0
4688,August,9,2018,,,0
4689,August,9,2018,,,0
4690,August,9,2018,,,0
4691,August,9,2018,,,0
4692,August,9,2018,,,0
4693,August,9,2018,,,0
4694,August,9,2018,,,0
4695,August,9,2018,,,0
4696,August,9,2018,,,0
4697,August,9,2018,,,0
4698,August,9,2018,,,0
4699,August,9,2018,,,0
4700,August,9,2018,,,0
4701,August,9,2018,,,0
4702,August,9,2018,,,0
4703,August,9,2018,,,0
4704,August,9,2018,,,0
4705,August,9,2018,,,0
4706,August,9,2018,,,0
4707,August,9,2018,,,0
4708,August,9,2018,,,0
4709,August,9,2018,,,0
4710,August,9,2018,,,0
4711,August,9,2018,,,0
4712,August,9,2018,,,0
4713,August,9,2018,,,0
4714,August,9,2018,,,0
4715,August,9,2018,,,0
4716,August,9,2018,,,0
4717,August,9,2018,,,0
4718,August,9,2018,,,0
4719,August,9,2018,,,0
4720,August,9,2018,,,0
4721,August,9,2018,,,0
4722,August,9,2018,,,0
4723,August,9,2018,,,0
4724,August,9,2018,,,0
4725,August,9,2018,,,0
4726,August,9,2018,,,0
4727,August,9,2018,,,0
4728,August,9,2018,,,0
4729,August,9,2018,,,0
4730,August,9,2018,,,0
4731,August,8,2018,,,0
4732,August,8,2018,,,0
4733,August,8,2018,,,0
4734,August,8,2018,,,0
4735,August,8,2018,,,0
4736,August,8,2018,,,0
4737,August,8,2018,,,0
4738,August,8,2018,,,0
4739,August,8,2018,,,0
4740,August,8,2018,,,0
4741,August,8,2018,,,0
4742,August,8,2018,,,0
4743,August,8,2018,,,0
4744,August,8,2018,,,0
4745,August,8,2018,,,0
4746,August,8,2018,,,0
4747,August,8,2018,,,0
4748,August,8,2018,,,0
4749,August,8,2018,,,0
4750,August,8,2018,,,0
4751,August,8,2018,,,0
4752,August,8,2018,,,0
4753,August,8,2018,,,0
4754,August,8,2018,,,0
4755,August,8,2018,,,0
4756,August,8,2018,,,0
4757,August,8,2018,,,0
4758,August,8,2018,,,0
4759,August,8,2018,,,0
4760,August,8,2018,,,0
4761,August,8,2018,,,0
4762,August,8,2018,,,0
4763,August,8,2018,,,0
4764,August,8,2018,,,0
4765,August,8,2018,,,0
4766,August,8,2018,,,0
4767,August,7,2018,,,0
4768,August,7,2018,,,0
4769,August,7,2018,,,0
4770,August,7,2018,,,0
4771,August,7,2018,,,0
4772,August,7,2018,,,0
4773,August,7,2018,,,0
4774,August,7,2018,,,0
4775,August,7,2018,,,0
4776,August,7,2018,,,0
4777,August,7,2018,,,0
4778,August,7,2018,,,0
4779,August,7,2018,,,0
4780,August,7,2018,,,0
4781,August,7,2018,,,0
4782,August,7,2018,,,0
4783,August,7,2018,,,0
4784,August,7,2018,,,0
4785,August,7,2018,,,0
4786,August,7,2018,,,0
4787,August,7,2018,,,0
4788,August,7,2018,,,0
4789,August,7,2018,,,0
4790,August,7,2018,,,0
4791,August,7,2018,,,0
4792,August,7,2018,,,0
4793,August,7,2018,,,0
4794,August,7,2018,,,0
4795,August,7,2018,,,0
4796,August,7,2018,,,0
4797,August,7,2018,,,0
4798,August,7,2018,,,0
4799,August,7,2018,,,0
4800,August,7,2018,,,0
4801,August,7,2018,,,0
4802,August,7,2018,,,0
4803,August,7,2018,,,0
4804,August,7,2018,,,0
4805,August,7,2018,,,0
4806,August,7,2018,,,0
4807,August,6,2018,,,0
4808,August,6,2018,,,0
4809,August,6,2018,,,0
4810,August,6,2018,,,0
4811,August,6,2018,,,0
4812,August,6,2018,,,0
4813,August,6,2018,,,0
4814,August,6,2018,,,0
4815,August,6,2018,,,0
4816,August,6,2018,,,0
4817,August,6,2018,,,0
4818,August,6,2018,,,0
4819,August,6,2018,,,0
4820,August,6,2018,,,0
4821,August,6,2018,,,0
4822,August,6,2018,,,0
4823,August,6,2018,,,0
4824,August,6,2018,,,0
4825,August,6,2018,,,0
4826,August,6,2018,,,0
4827,August,6,2018,,,0
4828,August,6,2018,,,0
4829,August,5,2018,,,0
4830,August,5,2018,,,0
4831,August,5,2018,,,0
4832,August,5,2018,,,0
4833,August,5,2018,,,0
4834,August,5,2018,,,0
4835,August,5,2018,,,0
4836,August,5,2018,,,0
4837,August,5,2018,,,0
4838,August,5,2018,,,0
4839,August,5,2018,,,0
4840,August,5,2018,,,0
4841,August,5,2018,,,0
4842,August,5,2018,,,0
4843,August,5,2018,,,0
4844,August,5,2018,,,0
4845,August,5,2018,,,0
4846,August,5,2018,,,0
4847,August,5,2018,,,0
4848,August,5,2018,,,0
4849,August,5,2018,,,0
4850,August,5,2018,,,0
4851,August,5,2018,,,0
4852,August,5,2018,,,0
4853,August,5,2018,,,0
4854,August,5,2018,,,0
4855,August,5,2018,,,0
4856,August,5,2018,,,0
4857,August,5,2018,,,0
4858,August,5,2018,,,0
4859,August,5,2018,,,0
4860,August,5,2018,,,0
4861,August,5,2018,,,0
4862,August,5,2018,,,0
4863,August,5,2018,,,0
4864,August,4,2018,,,0
4865,August,4,2018,,,0
4866,August,4,2018,,,0
4867,August,4,2018,,,0
4868,August,4,2018,,,0
4869,August,4,2018,,,0
4870,August,4,2018,,,0
4871,August,4,2018,,,0
4872,August,4,2018,,,0
4873,August,4,2018,,,0
4874,August,4,2018,,,0
4875,August,4,2018,,,0
4876,August,4,2018,,,0
4877,August,4,2018,,,0
4878,August,4,2018,,,0
4879,August,4,2018,,,0
4880,August,4,2018,,,0
4881,August,4,2018,,,0
4882,August,4,2018,,,0
4883,August,4,2018,,,0
4884,August,4,2018,,,0
4885,August,4,2018,,,0
4886,August,4,2018,,,0
4887,August,4,2018,,,0
4888,August,4,2018,,,0
4889,August,4,2018,,,0
4890,August,4,2018,,,0
4891,August,4,2018,,,0
4892,August,3,2018,,,0
4893,August,3,2018,,,0
4894,August,3,2018,,,0
4895,August,3,2018,,,0
4896,August,3,2018,,,0
4897,August,3,2018,,,0
4898,August,3,2018,,,0
4899,August,3,2018,,,0
4900,August,3,2018,,,0
4901,August,3,2018,,,0
4902,August,3,2018,,,0
4903,August,3,2018,,,0
4904,August,3,2018,,,0
4905,August,3,2018,,,0
4906,August,3,2018,,,0
4907,August,3,2018,,,0
4908,August,3,2018,,,0
4909,August,3,2018,,,0
4910,August,3,2018,,,0
4911,August,3,2018,,,0
4912,August,3,2018,,,0
4913,August,3,2018,,,0
4914,August,3,2018,,,0
4915,August,3,2018,,,0
4916,August,3,2018,,,0
4917,August,3,2018,,,0
4918,August,3,2018,,,0
4919,August,3,2018,,,0
4920,August,3,2018,,,0
4921,August,3,2018,,,0
4922,August,3,2018,,,0
4923,August,3,2018,,,0
4924,August,3,2018,,,0
4925,August,3,2018,,,0
4926,August,3,2018,,,0
4927,August,3,2018,,,0
4928,August,3,2018,,,0
4929,August,3,2018,,,0
4930,August,3,2018,,,0
4931,August,3,2018,,,0
4932,August,2,2018,,,0
4933,August,2,2018,,,0
4934,August,2,2018,,,0
4935,August,2,2018,,,0
4936,August,2,2018,,,0
4937,August,2,2018,,,0
4938,August,2,2018,,,0
4939,August,2,2018,,,0
4940,August,2,2018,,,0
4941,August,2,2018,,,0
4942,August,2,2018,,,0
4943,August,2,2018,,,0
4944,August,2,2018,,,0
4945,August,2,2018,,,0
4946,August,2,2018,,,0
4947,August,2,2018,,,0
4948,August,2,2018,,,0
4949,August,2,2018,,,0
4950,August,2,2018,,,0
4951,August,2,2018,,,0
4952,August,2,2018,,,0
4953,August,2,2018,,,0
4954,August,2,2018,,,0
4955,August,2,2018,,,0
4956,August,2,2018,,,0
4957,August,2,2018,,,0
4958,August,2,2018,,,0
4959,August,2,2018,,,0
4960,August,2,2018,,,0
4961,August,2,2018,,,0
4962,August,2,2018,,,0
4963,August,2,2018,,,0
4964,August,2,2018,,,0
4965,August,2,2018,,,0
4966,August,2,2018,,,0
4967,August,2,2018,,,0
4968,August,2,2018,,,0
4969,August,2,2018,,,0
4970,August,2,2018,,,0
4971,August,2,2018,,,0
4972,August,2,2018,,Autos & Vehicles,0.860000014
4973,August,2,2018,,,0
4974,August,2,2018,,,0
4975,August,2,2018,,,0
4976,August,2,2018,,,0
4977,August,2,2018,,,0
4978,August,2,2018,,,0
4979,August,2,2018,,,0
4980,August,2,2018,,,0
4981,August,1,2018,Home & Garden,,0.50999999
4982,August,1,2018,,,0
4983,August,1,2018,,,0
4984,August,1,2018,,,0
4985,August,1,2018,Jobs & Education,Health,1.589999974
4986,August,1,2018,,Arts & Entertainment,0.600000024
4987,August,1,2018,Reference,,0.74000001
4988,August,1,2018,Computers & Electronics,,0.540000021
4989,August,1,2018,,,0
4990,August,1,2018,Jobs & Education,,0.670000017
4991,August,1,2018,,,0
4992,August,1,2018,,Arts & Entertainment,0.569999993
4993,August,1,2018,,,0
4994,August,1,2018,,Computers & Electronics,0.680000007
4995,August,1,2018,,Science,0.610000014
4996,August,1,2018,,Hobbies & Leisure,0.519999981
4997,August,1,2018,,Hobbies & Leisure,0.560000002
4998,August,1,2018,,,0
4999,August,1,2018,,,0
5000,August,1,2018,Jobs & Education,,0.610000014
5001,August,1,2018,,,0
5002,August,1,2018,,,0
5003,August,1,2018,Jobs & Education,,0.699999988
5004,August,1,2018,,,0
5005,August,1,2018,,,0
5006,August,1,2018,Jobs & Education,Jobs & Education,1.300000012
5007,August,1,2018,,,0
5008,August,1,2018,,,0
5009,August,1,2018,,,0
5010,August,1,2018,Jobs & Education,,0.639999986
5011,August,1,2018,,,0
5012,August,1,2018,,Real Estate,0.5
